student_id,course_id,grade,semester
ST0018,CS003,A,2
ST0018,CS021,A,5
ST0018,CS020,A,6
ST0018,CS046,A,6
ST0018,CS016,A,6
ST0018,CS006,A,7
ST0018,CS028,A,5
ST0018,CS024,A,8
ST0018,CS001,A,3
ST0018,CS014,A,8
ST0018,CS025,A,3
ST0018,CS017,A,7
ST0018,CS018,A,2
ST0018,CS012,B,8
ST0019,CS005,A,7
ST0019,CS036,A,2
ST0019,CS018,A,4
ST0019,CS039,A,4
ST0019,CS004,A,2
ST0019,CS003,A,3
ST0019,CS014,A,2
ST0019,CS044,A,1
ST0019,CS049,A,3
ST0019,CS031,B,6
ST0019,CS008,A,1
ST0019,CS045,B,2
ST0019,CS017,A,2
ST0019,CS043,A,7
ST0020,CS008,B,3
ST0020,CS043,A,2
ST0020,CS003,A,7
ST0020,CS017,B,3
ST0020,CS001,A,5
ST0020,CS000,A,7
ST0020,CS002,B,8
ST0020,CS009,B,4
ST0020,CS020,B,3
ST0020,CS019,B,3
ST0020,CS007,B,6
ST0020,CS014,A,4
ST0020,CS032,B,8
ST0020,CS049,B,7
ST0020,CS042,B,2
ST0020,CS031,B,6
ST0020,CS004,B,4
ST0021,CS022,A,5
ST0021,CS042,B,5
ST0021,CS004,B,7
ST0021,CS014,B,4
ST0021,CS000,A,4
ST0021,CS048,B,5
ST0021,CS017,A,6
ST0021,CS005,A,2
ST0021,CS023,A,4
ST0021,CS016,A,4
ST0021,CS013,A,8
ST0021,CS008,A,4
ST0021,CS019,A,3
ST0021,CS020,B,2
ST0021,CS010,B,4
ST0021,CS047,A,2
ST0021,CS025,A,5
ST0022,CS027,A,3
ST0022,CS012,A,2
ST0022,CS028,A,6
ST0022,CS009,B,8
ST0022,CS029,A,1
ST0022,CS040,A,7
ST0022,CS036,B,4
ST0022,CS010,B,8
ST0022,CS041,A,2
ST0022,CS048,B,3
ST0022,CS015,A,1
ST0022,CS033,A,7
ST0022,CS031,B,2
ST0022,CS014,A,6
ST0023,CS040,B,7
ST0023,CS032,A,2
ST0023,CS028,B,5
ST0023,CS011,B,2
ST0023,CS038,A,3
ST0023,CS027,B,2
ST0023,CS037,B,1
ST0023,CS042,B,6
ST0023,CS029,A,8
ST0024,CS003,B,5
ST0024,CS031,B,3
ST0024,CS045,A,8
ST0024,CS010,B,6
ST0024,CS005,A,1
ST0024,CS042,A,1
ST0024,CS041,A,7
ST0024,CS011,A,4
ST0024,CS033,A,7
ST0024,CS012,B,3
ST0024,CS025,A,7
ST0025,CS039,B,5
ST0025,CS019,A,6
ST0025,CS035,A,4
ST0025,CS007,B,6
ST0025,CS003,A,2
ST0025,CS044,B,8
ST0025,CS049,B,2
ST0025,CS029,B,2
ST0025,CS034,B,4
ST0025,CS030,A,5
ST0026,CS031,B,2
ST0026,CS021,B,8
ST0026,CS000,A,8
ST0026,CS007,A,7
ST0026,CS038,B,1
ST0026,CS020,A,5
ST0027,CS019,B,4
ST0027,CS047,A,2
ST0027,CS003,A,4
ST0027,CS017,A,6
ST0027,CS034,A,6
ST0027,CS011,B,7
ST0027,CS038,B,4
ST0027,CS048,B,5
ST0027,CS001,B,3
ST0027,CS036,B,1
ST0028,CS015,B,3
ST0028,CS020,B,8
ST0028,CS033,A,6
ST0028,CS013,B,2
ST0028,CS028,B,4
ST0029,CS023,B,2
ST0029,CS037,A,6
ST0029,CS014,B,1
ST0029,CS033,B,3
ST0029,CS040,A,7
ST0029,CS000,A,2
ST0029,CS031,B,8
ST0029,CS004,B,3
ST0029,CS029,B,4
ST0029,CS015,A,3
ST0029,CS026,A,3
ST0029,CS036,B,4
ST0029,CS025,A,2
ST0029,CS009,B,4
ST0029,CS003,B,1
ST0029,CS019,B,3
ST0029,CS008,A,8
ST0030,CS003,B,3
ST0030,CS004,B,4
ST0030,CS033,A,3
ST0030,CS037,A,4
ST0030,CS012,A,7
ST0030,CS031,B,5
ST0031,CS027,A,3
ST0031,CS010,A,3
ST0031,CS015,A,8
ST0031,CS033,A,2
ST0031,CS014,A,3
ST0031,CS007,A,2
ST0031,CS003,A,6
ST0031,CS044,A,4
ST0031,CS040,B,1
ST0031,CS002,A,1
ST0031,CS023,A,7
ST0031,CS021,A,7
ST0031,CS016,A,2
ST0031,CS034,B,5
ST0031,CS008,A,4
ST0031,CS049,B,6
ST0032,CS034,B,4
ST0032,CS037,B,4
ST0032,CS045,B,5
ST0032,CS029,B,7
ST0032,CS026,B,7
ST0032,CS016,A,1
ST0032,CS003,B,3
ST0032,CS041,B,4
ST0032,CS042,B,6
ST0032,CS018,B,3
ST0032,CS022,B,4
ST0032,CS004,B,1
ST0033,CS028,A,5
ST0033,CS038,B,1
ST0033,CS046,B,4
ST0033,CS044,B,4
ST0033,CS024,A,7
ST0033,CS023,A,3
ST0033,CS014,A,5
ST0033,CS009,A,8
ST0033,CS001,B,3
ST0033,CS018,A,6
ST0033,CS034,B,1
ST0033,CS039,B,3
ST0033,CS000,B,6
ST0033,CS048,A,5
ST0034,CS017,A,1
ST0034,CS049,A,3
ST0034,CS043,A,3
ST0034,CS007,B,8
ST0034,CS018,A,8
ST0034,CS002,B,1
ST0034,CS013,A,7
ST0034,CS020,B,4
ST0034,CS044,B,3
ST0034,CS004,B,1
ST0035,CS033,B,6
ST0035,CS006,B,1
ST0035,CS043,B,4
ST0035,CS031,B,8
ST0035,CS022,B,2
ST0035,CS023,B,7
ST0035,CS007,B,7
ST0035,CS019,B,1
ST0035,CS011,B,3
ST0035,CS039,B,4
ST0035,CS024,B,5
ST0035,CS042,B,4
ST0035,CS049,B,3
ST0035,CS036,B,6
ST0035,CS013,B,5
ST0035,CS030,B,1
ST0035,CS003,B,2
ST0035,CS045,B,2
ST0035,CS018,B,1
ST0036,CS027,B,6
ST0036,CS021,A,8
ST0036,CS005,B,1
ST0036,CS014,A,8
ST0036,CS009,B,2
ST0036,CS008,B,1
ST0036,CS044,B,5
ST0036,CS001,B,1
ST0037,CS039,A,8
ST0037,CS003,A,2
ST0037,CS000,B,6
ST0037,CS034,A,5
ST0037,CS025,A,4
ST0037,CS002,B,5
ST0037,CS046,A,6
ST0037,CS021,B,4
ST0038,CS029,B,1
ST0038,CS049,B,1
ST0038,CS010,B,1
ST0038,CS035,B,8
ST0038,CS026,B,5
ST0038,CS021,B,2
ST0038,CS047,B,5
ST0038,CS042,B,8
ST0038,CS014,B,2
ST0038,CS033,B,4
ST0038,CS004,B,8
ST0038,CS046,B,8
ST0038,CS025,A,2
ST0038,CS018,B,6
ST0038,CS041,B,4
ST0038,CS039,B,3
ST0039,CS016,A,5
ST0039,CS046,B,3
ST0039,CS034,B,1
ST0039,CS032,B,4
ST0039,CS042,B,7
ST0039,CS049,A,6
ST0039,CS011,B,8
ST0039,CS000,B,6
ST0039,CS008,A,5
ST0039,CS048,B,7
ST0039,CS035,A,2
ST0039,CS026,B,3
ST0039,CS039,A,3
ST0039,CS045,A,1
ST0039,CS009,A,7
ST0039,CS004,A,2
ST0039,CS029,A,4
ST0039,CS043,A,2
ST0039,CS040,B,2
ST0040,CS005,B,4
ST0040,CS026,B,5
ST0040,CS038,B,3
ST0040,CS024,A,2
ST0040,CS041,B,2
ST0041,CS019,B,1
ST0041,CS040,B,5
ST0041,CS036,B,3
ST0041,CS009,A,4
ST0041,CS042,B,8
ST0041,CS007,B,6
ST0041,CS015,A,8
ST0041,CS011,B,3
ST0041,CS005,A,7
ST0041,CS037,A,5
ST0041,CS001,B,2
ST0041,CS003,A,2
ST0042,CS027,A,6
ST0042,CS012,B,4
ST0042,CS035,A,6
ST0042,CS047,A,7
ST0042,CS044,A,8
ST0042,CS040,B,7
ST0042,CS003,A,4
ST0042,CS000,A,7
ST0042,CS045,B,6
ST0042,CS006,A,3
ST0042,CS019,A,6
ST0042,CS032,A,2
ST0042,CS041,A,7
ST0043,CS020,A,8
ST0043,CS026,B,2
ST0043,CS007,B,3
ST0043,CS044,A,8
ST0043,CS048,B,2
ST0043,CS025,A,8
ST0043,CS001,A,6
ST0043,CS019,A,5
ST0043,CS033,B,2
ST0043,CS024,A,6
ST0043,CS023,A,5
ST0043,CS008,B,6
ST0043,CS012,B,3
ST0043,CS037,B,5
ST0043,CS029,A,2
ST0043,CS034,A,1
ST0043,CS032,A,6
ST0044,CS018,A,1
ST0044,CS020,B,1
ST0044,CS002,B,1
ST0044,CS006,B,2
ST0044,CS008,A,5
ST0044,CS013,A,4
ST0044,CS023,B,8
ST0045,CS023,A,6
ST0045,CS044,B,7
ST0045,CS026,B,2
ST0045,CS034,B,4
ST0045,CS008,A,7
ST0045,CS041,A,7
ST0045,CS005,A,5
ST0045,CS025,B,4
ST0045,CS012,B,1
ST0045,CS014,B,8
ST0045,CS040,A,5
ST0045,CS003,A,3
ST0046,CS012,B,8
ST0046,CS045,B,6
ST0046,CS030,A,1
ST0046,CS022,A,3
ST0046,CS010,B,5
ST0046,CS049,B,6
ST0046,CS031,B,3
ST0046,CS016,B,2
ST0046,CS029,A,8
ST0047,CS019,A,5
ST0047,CS039,B,7
ST0047,CS010,A,4
ST0047,CS023,A,6
ST0047,CS033,B,5
ST0047,CS043,A,6
ST0047,CS003,A,5
ST0047,CS021,B,6
ST0047,CS047,B,1
ST0047,CS034,A,6
ST0047,CS018,A,5
ST0047,CS007,B,8
ST0047,CS000,B,5
ST0047,CS044,A,4
ST0047,CS035,A,2
ST0047,CS045,B,5
ST0047,CS024,B,1
ST0048,CS036,B,5
ST0048,CS006,B,6
ST0048,CS003,B,6
ST0048,CS027,B,3
ST0048,CS008,B,8
ST0049,CS041,B,3
ST0049,CS001,A,8
ST0049,CS026,B,1
ST0049,CS005,A,4
ST0049,CS037,A,6
ST0049,CS004,A,1
ST0050,CS036,B,3
ST0050,CS033,B,2
ST0050,CS011,A,1
ST0050,CS030,A,2
ST0050,CS019,B,6
ST0050,CS034,B,1
ST0050,CS025,A,8
ST0051,CS009,A,4
ST0051,CS023,B,1
ST0051,CS030,B,7
ST0051,CS044,B,7
ST0051,CS031,A,3
ST0051,CS049,B,2
ST0051,CS013,A,4
ST0051,CS004,B,1
ST0051,CS014,B,6
ST0051,CS034,B,6
ST0051,CS036,B,5
ST0051,CS038,B,5
ST0051,CS022,B,5
ST0051,CS015,B,7
ST0051,CS045,B,5
ST0051,CS021,A,2
ST0051,CS003,B,3
ST0052,CS026,B,4
ST0052,CS023,A,3
ST0052,CS047,B,5
ST0052,CS032,B,2
ST0052,CS015,B,8
ST0052,CS034,B,2
ST0052,CS003,B,3
ST0052,CS044,B,6
ST0052,CS021,B,4
ST0052,CS001,B,3
ST0052,CS004,A,6
ST0052,CS018,B,2
ST0052,CS000,A,6
ST0052,CS028,B,5
ST0053,CS010,B,7
ST0053,CS033,B,8
ST0053,CS038,A,6
ST0053,CS020,B,3
ST0053,CS040,B,5
ST0053,CS009,A,5
ST0053,CS042,B,2
ST0053,CS045,B,4
ST0053,CS035,B,2
ST0053,CS027,B,7
ST0053,CS047,B,1
ST0053,CS036,A,3
ST0053,CS030,A,7
ST0053,CS044,B,3
ST0053,CS022,B,5
ST0053,CS014,B,5
ST0054,CS012,B,7
ST0054,CS043,B,6
ST0054,CS048,B,4
ST0054,CS008,A,5
ST0054,CS004,B,2
ST0054,CS016,A,1
ST0054,CS009,B,7
ST0054,CS026,A,2
ST0054,CS033,B,6
ST0054,CS002,A,8
ST0054,CS018,B,7
ST0054,CS046,B,7
ST0054,CS001,B,4
ST0054,CS027,A,1
ST0054,CS024,A,5
ST0055,CS011,A,6
ST0055,CS025,A,5
ST0055,CS029,A,8
ST0055,CS035,A,7
ST0055,CS013,A,5
ST0055,CS037,B,8
ST0055,CS049,A,2
ST0055,CS048,B,2
ST0056,CS007,B,2
ST0056,CS036,B,2
ST0056,CS016,A,3
ST0056,CS034,B,8
ST0056,CS025,B,3
ST0056,CS010,B,6
ST0056,CS008,B,6
ST0057,CS027,B,8
ST0057,CS012,B,3
ST0057,CS010,B,3
ST0057,CS031,B,3
ST0057,CS000,A,6
ST0057,CS022,A,1
ST0057,CS034,A,4
ST0057,CS038,A,1
ST0057,CS018,B,8
ST0057,CS015,A,4
ST0057,CS044,A,6
ST0057,CS023,A,8
ST0057,CS019,A,2
ST0057,CS039,B,1
ST0058,CS045,B,7
ST0058,CS031,B,6
ST0058,CS007,A,6
ST0058,CS002,B,8
ST0058,CS019,A,8
ST0058,CS004,B,2
ST0058,CS010,B,7
ST0058,CS014,A,7
ST0058,CS005,A,7
ST0058,CS037,A,6
ST0058,CS022,A,7
ST0059,CS048,A,8
ST0059,CS026,A,7
ST0059,CS039,A,6
ST0059,CS040,A,5
ST0059,CS021,A,5
ST0059,CS007,A,8
ST0059,CS042,A,3
ST0059,CS030,A,8
ST0059,CS019,A,2
ST0060,CS007,B,6
ST0060,CS034,B,6
ST0060,CS035,A,4
ST0060,CS038,B,8
ST0060,CS024,B,8
ST0060,CS006,B,8
ST0060,CS025,B,1
ST0060,CS009,B,1
ST0060,CS048,B,6
ST0060,CS000,B,6
ST0060,CS033,B,2
ST0060,CS041,B,4
ST0060,CS019,B,8
ST0061,CS044,A,1
ST0061,CS027,A,1
ST0061,CS029,A,6
ST0061,CS038,A,6
ST0061,CS000,A,8
ST0061,CS013,B,8
ST0061,CS018,A,6
ST0061,CS014,A,6
ST0061,CS016,A,2
ST0061,CS012,A,4
ST0061,CS005,A,3
ST0061,CS036,B,5
ST0061,CS026,B,2
ST0061,CS004,A,5
ST0061,CS034,A,6
ST0061,CS048,A,1
ST0062,CS042,B,8
ST0062,CS045,B,5
ST0062,CS002,B,7
ST0062,CS030,B,3
ST0062,CS001,B,5
ST0063,CS049,A,8
ST0063,CS042,B,4
ST0063,CS031,A,7
ST0063,CS008,A,8
ST0063,CS034,A,3
ST0063,CS035,A,4
ST0063,CS022,A,7
ST0063,CS001,B,3
ST0063,CS013,A,8
ST0063,CS020,B,4
ST0063,CS023,A,2
ST0063,CS002,B,5
ST0063,CS033,A,3
ST0063,CS037,A,5
ST0063,CS016,B,2
ST0064,CS034,B,8
ST0064,CS033,B,6
ST0064,CS015,A,8
ST0064,CS006,B,3
ST0064,CS026,B,8
ST0064,CS029,B,8
ST0064,CS030,B,2
ST0064,CS011,B,8
ST0064,CS043,B,4
ST0064,CS020,B,1
ST0064,CS038,B,8
ST0064,CS024,B,8
ST0064,CS048,B,7
ST0064,CS031,B,2
ST0064,CS003,B,2
ST0064,CS032,B,3
ST0064,CS009,B,4
ST0064,CS035,A,8
ST0064,CS047,B,4
ST0065,CS014,A,1
ST0065,CS031,B,5
ST0065,CS044,A,2
ST0065,CS045,A,1
ST0065,CS010,A,4
ST0065,CS007,B,7
ST0065,CS040,A,8
ST0065,CS000,A,4
ST0065,CS043,A,4
ST0065,CS042,B,1
ST0065,CS046,A,8
ST0065,CS001,A,7
ST0065,CS002,B,1
ST0065,CS039,B,7
ST0065,CS047,A,6
ST0066,CS000,B,4
ST0066,CS002,B,5
ST0066,CS041,B,3
ST0066,CS014,A,2
ST0066,CS004,A,5
ST0066,CS028,B,2
ST0066,CS046,B,4
ST0066,CS043,B,8
ST0066,CS047,A,7
ST0066,CS010,A,8
ST0066,CS036,B,8
ST0066,CS020,B,4
ST0066,CS006,B,1
ST0067,CS039,A,1
ST0067,CS034,A,7
ST0067,CS040,B,3
ST0067,CS032,A,2
ST0067,CS048,B,2
ST0067,CS037,A,6
ST0068,CS025,A,7
ST0068,CS019,A,3
ST0068,CS001,A,1
ST0068,CS046,B,6
ST0068,CS009,A,4
ST0068,CS044,A,3
ST0069,CS011,B,7
ST0069,CS047,B,4
ST0069,CS048,A,6
ST0069,CS020,B,1
ST0069,CS037,A,1
ST0069,CS030,A,2
ST0069,CS039,A,5
ST0069,CS034,A,5
ST0069,CS028,B,7
ST0069,CS010,B,5
ST0069,CS014,A,4
ST0069,CS042,A,1
ST0069,CS041,A,6
ST0069,CS044,B,3
ST0070,CS020,A,8
ST0070,CS039,B,3
ST0070,CS014,A,4
ST0070,CS024,A,4
ST0070,CS031,B,8
ST0070,CS032,B,1
ST0070,CS037,B,2
ST0070,CS019,B,7
ST0070,CS044,A,8
ST0070,CS029,A,1
ST0070,CS022,A,8
ST0070,CS003,A,5
ST0071,CS032,A,5
ST0071,CS041,A,5
ST0071,CS017,A,4
ST0071,CS040,A,7
ST0071,CS023,A,2
ST0071,CS045,A,3
ST0071,CS038,B,2
ST0071,CS033,B,4
ST0071,CS020,A,2
ST0071,CS030,A,4
ST0071,CS024,A,8
ST0071,CS048,A,4
ST0071,CS012,B,2
ST0071,CS036,A,8
ST0072,CS020,A,6
ST0072,CS024,B,5
ST0072,CS038,B,6
ST0072,CS015,A,8
ST0072,CS006,B,6
ST0072,CS025,A,6
ST0072,CS034,A,6
ST0072,CS012,A,3
ST0072,CS016,B,5
ST0072,CS031,B,8
ST0072,CS028,A,2
ST0072,CS003,B,3
ST0072,CS013,A,6
ST0072,CS036,A,5
ST0072,CS005,A,8
ST0072,CS045,B,1
ST0072,CS041,A,5
ST0072,CS047,B,3
ST0072,CS043,A,3
ST0073,CS015,A,6
ST0073,CS033,B,3
ST0073,CS027,B,3
ST0073,CS028,B,3
ST0073,CS002,B,6
ST0073,CS046,B,8
ST0074,CS039,B,6
ST0074,CS049,B,7
ST0074,CS010,B,2
ST0074,CS034,B,1
ST0074,CS033,B,6
ST0074,CS038,B,1
ST0074,CS036,B,4
ST0074,CS041,B,8
ST0074,CS011,B,4
ST0074,CS017,B,3
ST0074,CS021,B,5
ST0074,CS013,B,5
ST0074,CS032,B,4
ST0074,CS044,B,2
ST0074,CS006,B,4
ST0075,CS048,A,8
ST0075,CS009,A,2
ST0075,CS026,B,4
ST0075,CS032,A,7
ST0075,CS049,B,7
ST0075,CS003,A,2
ST0075,CS007,B,4
ST0075,CS040,B,7
ST0075,CS021,A,4
ST0075,CS023,A,2
ST0075,CS024,A,4
ST0075,CS034,A,4
ST0075,CS022,A,6
ST0075,CS014,A,4
ST0075,CS002,B,5
ST0076,CS018,B,8
ST0076,CS027,B,8
ST0076,CS040,B,4
ST0076,CS034,A,6
ST0076,CS038,B,7
ST0076,CS047,B,4
ST0076,CS005,A,4
ST0076,CS003,B,4
ST0076,CS045,A,2
ST0076,CS006,A,3
ST0076,CS049,B,1
ST0077,CS026,B,8
ST0077,CS048,A,4
ST0077,CS002,A,6
ST0077,CS030,A,2
ST0077,CS017,A,4
ST0077,CS044,B,3
ST0077,CS018,A,6
ST0077,CS010,B,3
ST0077,CS012,B,8
ST0077,CS001,B,8
ST0077,CS021,B,4
ST0077,CS025,A,2
ST0077,CS022,A,8
ST0077,CS007,B,2
ST0077,CS036,A,8
ST0077,CS014,A,1
ST0077,CS004,B,2
ST0077,CS024,A,6
ST0077,CS011,A,3
ST0078,CS001,A,7
ST0078,CS021,B,6
ST0078,CS040,B,3
ST0078,CS008,B,6
ST0078,CS033,B,7
ST0078,CS016,A,5
ST0078,CS019,A,1
ST0079,CS027,A,1
ST0079,CS006,B,4
ST0079,CS029,B,1
ST0079,CS046,B,7
ST0079,CS025,B,1
ST0079,CS020,B,3
ST0079,CS019,A,8
ST0079,CS002,B,5
ST0079,CS000,A,3
ST0079,CS001,A,1
ST0079,CS038,A,8
ST0079,CS036,A,7
ST0079,CS040,B,7
ST0079,CS039,B,1
ST0080,CS017,B,4
ST0080,CS045,B,2
ST0080,CS016,B,3
ST0080,CS018,B,7
ST0080,CS008,B,5
ST0080,CS043,A,4
ST0080,CS027,B,3
ST0081,CS004,A,8
ST0081,CS022,A,3
ST0081,CS020,B,2
ST0081,CS006,B,3
ST0081,CS035,B,5
ST0081,CS041,B,6
ST0081,CS039,A,7
ST0082,CS001,A,5
ST0082,CS041,A,1
ST0082,CS029,A,8
ST0082,CS016,A,3
ST0082,CS018,B,4
ST0082,CS027,A,7
ST0082,CS025,A,4
ST0082,CS026,A,5
ST0082,CS035,A,2
ST0083,CS028,A,8
ST0083,CS007,B,3
ST0083,CS006,B,4
ST0083,CS030,B,7
ST0083,CS045,B,6
ST0083,CS040,B,4
ST0083,CS019,A,4
ST0083,CS036,B,5
ST0083,CS043,B,2
ST0084,CS006,B,4
ST0084,CS001,A,8
ST0084,CS002,B,8
ST0084,CS019,B,5
ST0084,CS018,B,5
ST0084,CS005,B,6
ST0084,CS039,B,6
ST0084,CS009,B,4
ST0084,CS047,B,5
ST0084,CS028,B,6
ST0084,CS021,B,7
ST0085,CS000,B,2
ST0085,CS037,B,5
ST0085,CS007,B,6
ST0085,CS001,B,7
ST0085,CS049,B,5
ST0085,CS027,B,3
ST0086,CS007,A,8
ST0086,CS003,A,6
ST0086,CS039,B,6
ST0086,CS018,A,3
ST0086,CS036,A,5
ST0086,CS013,A,1
ST0086,CS024,A,5
ST0086,CS022,A,7
ST0087,CS024,A,1
ST0087,CS028,A,6
ST0087,CS026,B,1
ST0087,CS010,B,7
ST0087,CS049,B,7
ST0088,CS049,B,4
ST0088,CS048,A,6
ST0088,CS004,A,4
ST0088,CS032,A,1
ST0088,CS000,A,8
ST0088,CS027,A,1
ST0088,CS021,A,2
ST0088,CS034,A,1
ST0088,CS029,A,7
ST0088,CS014,A,5
ST0088,CS001,B,8
ST0088,CS018,B,1
ST0088,CS005,A,1
ST0088,CS020,B,8
ST0088,CS047,B,8
ST0088,CS022,A,7
ST0088,CS009,A,5
ST0088,CS002,B,2
ST0088,CS019,A,7
ST0089,CS035,A,1
ST0089,CS044,B,1
ST0089,CS005,A,5
ST0089,CS017,A,1
ST0089,CS041,B,1
ST0089,CS037,A,2
ST0089,CS023,A,4
ST0089,CS016,B,5
ST0089,CS030,A,8
ST0089,CS026,B,6
ST0089,CS015,B,1
ST0090,CS013,A,4
ST0090,CS006,A,2
ST0090,CS041,B,7
ST0090,CS044,A,2
ST0090,CS047,B,4
ST0090,CS024,B,4
ST0090,CS033,A,3
ST0091,CS032,A,5
ST0091,CS001,B,5
ST0091,CS017,B,6
ST0091,CS025,A,2
ST0091,CS010,A,6
ST0091,CS000,B,4
ST0091,CS016,A,3
ST0091,CS029,B,8
ST0091,CS033,B,5
ST0091,CS002,B,1
ST0091,CS038,B,8
ST0091,CS043,B,4
ST0091,CS012,B,2
ST0091,CS049,B,5
ST0091,CS048,A,6
ST0091,CS030,A,3
ST0091,CS034,A,8
ST0091,CS036,A,8
ST0092,CS017,A,5
ST0092,CS043,A,4
ST0092,CS016,B,8
ST0092,CS005,B,7
ST0092,CS022,B,2
ST0092,CS046,B,2
ST0092,CS029,B,7
ST0092,CS027,A,2
ST0092,CS045,A,6
ST0092,CS048,A,1
